review_id,user_id,restaurant_id,rating_final,overall_score,food_score,service_score,value_score,ambiance_score,name,primary_type,price_level,rating,is_rating_estimated,emotions
1,1,ChIJaZxVboEoQg0R2Xyk4VBN6QA,5.0,0.699999988079071,0.8999999761581421,-0.1000000014901161,0.0,0.8999999761581421,CEBO Madrid Restaurant,Fine Dining Restaurant,0.0,4.7,False,"[""satisfaction""]"
2,2,ChIJaZxVboEoQg0R2Xyk4VBN6QA,5.0,0.4000000059604645,0.4499999862164259,0.0999999940395355,0.800000011920929,-0.1000000014901161,CEBO Madrid Restaurant,Fine Dining Restaurant,0.0,4.7,False,"[""contentment""]"
3,3,ChIJaZxVboEoQg0R2Xyk4VBN6QA,5.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,CEBO Madrid Restaurant,Fine Dining Restaurant,0.0,4.7,False,"[""joy""]"
4,4,ChIJaZxVboEoQg0R2Xyk4VBN6QA,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,CEBO Madrid Restaurant,Fine Dining Restaurant,0.0,4.7,False,"[""joy""]"
5,5,ChIJ189rc3soQg0R7l7WUa5fgo8,3.0,0.5,0.0,0.0,0.0,0.8999999761581421,El Minibar,Bar,0.0,4.7,False,"[""contentment""]"
6,6,ChIJ189rc3soQg0R7l7WUa5fgo8,5.0,0.2000000029802322,0.8999999761581421,0.8999999761581421,0.800000011920929,0.0,El Minibar,Bar,0.0,4.7,False,"[""contentment""]"
7,7,ChIJ189rc3soQg0R7l7WUa5fgo8,5.0,0.699999988079071,0.8999999761581421,0.8999999761581421,0.0,0.0,El Minibar,Bar,0.0,4.7,False,"[""satisfaction""]"
11,11,ChIJcfNWJ9YnQg0RZLL0hcVboYA,5.0,0.8999999761581421,0.800000011920929,0.8999999761581421,0.8999999761581421,0.800000011920929,Ástor gastro-place,Restaurant,0.0,4.9,False,"[""joy""]"
12,12,ChIJcfNWJ9YnQg0RZLL0hcVboYA,5.0,0.699999988079071,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,Ástor gastro-place,Restaurant,0.0,4.9,False,"[""satisfaction""]"
13,13,ChIJcfNWJ9YnQg0RZLL0hcVboYA,5.0,0.8999999761581421,0.0,0.8999999761581421,0.0,0.0,Ástor gastro-place,Restaurant,0.0,4.9,False,"[""joy""]"
14,14,ChIJsTMCAocoQg0R2in-xQOdPwc,5.0,0.800000011920929,0.8999999761581421,0.0,0.0,0.5,Angelita Madrid,Bar,0.0,4.7,False,"[""joy""]"
15,15,ChIJsTMCAocoQg0R2in-xQOdPwc,4.0,0.6000000238418579,0.8749999850988388,0.8499999940395355,0.4000000059604645,0.0,Angelita Madrid,Bar,0.0,4.7,False,"[""satisfaction""]"
16,16,Rosi La Loca is small but mighty,4.8,0.8999999761581421,0.0,0.0,0.0,0.8999999761581421,Unknown Restaurant,Other,0.0,4.5,True,[]
17,17,ChIJgwIBTHkoQg0RD1lm5kc2tWI,5.0,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8999999761581421,0.0,Rosi La Loca,Restaurant,0.0,4.7,False,"[""joy""]"
18,18,ChIJgwIBTHkoQg0RD1lm5kc2tWI,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,Rosi La Loca,Restaurant,0.0,4.7,False,"[""joy""]"
19,19,ChIJgwIBTHkoQg0RD1lm5kc2tWI,5.0,0.800000011920929,0.7999999821186066,0.0,0.8999999761581421,0.8999999761581421,Rosi La Loca,Restaurant,0.0,4.7,False,"[""joy""]"
20,20,ChIJy-UDlc4pQg0RhSUkQDbRgr8,5.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,El Social,Restaurant,0.0,4.8,False,"[""joy""]"
21,21,ChIJy-UDlc4pQg0RhSUkQDbRgr8,5.0,0.6000000238418579,0.449999988079071,0.8999999761581421,0.0,0.0,El Social,Restaurant,0.0,4.8,False,"[""satisfaction""]"
22,22,ChIJy-UDlc4pQg0RhSUkQDbRgr8,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,El Social,Restaurant,0.0,4.8,False,"[""joy""]"
23,23,ChIJiTGJRSomQg0RTD1MZa1RTnE,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,Taberna El Sur,Spanish Restaurant,0.0,4.5,False,"[""joy""]"
24,24,ChIJiTGJRSomQg0RTD1MZa1RTnE,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,Taberna El Sur,Spanish Restaurant,0.0,4.5,False,"[""joy""]"
25,5,ChIJiTGJRSomQg0RTD1MZa1RTnE,3.0,0.0,-0.1312500019557774,0.0,0.0,0.3499999865889549,Taberna El Sur,Spanish Restaurant,0.0,4.5,False,[]
26,25,ChIJiTGJRSomQg0RTD1MZa1RTnE,5.0,0.800000011920929,0.8999999761581421,0.699999988079071,0.8999999761581421,0.8999999761581421,Taberna El Sur,Spanish Restaurant,0.0,4.5,False,"[""joy""]"
27,26,ChIJiTGJRSomQg0RTD1MZa1RTnE,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,Taberna El Sur,Spanish Restaurant,0.0,4.5,False,"[""joy""]"
30,29,ChIJfRI2lH0oQg0RkHwn1lWsL0w,4.0,0.5,-0.1000000014901161,0.800000011920929,0.0,0.0,MU! El Placer de la Carne,Restaurant,0.0,4.5,False,"[""contentment""]"
31,30,ChIJfRI2lH0oQg0RkHwn1lWsL0w,5.0,0.8999999761581421,0.0,0.0,0.0,0.0,MU! El Placer de la Carne,Restaurant,0.0,4.5,False,"[""joy""]"
32,31,ChIJfRI2lH0oQg0RkHwn1lWsL0w,5.0,0.6000000238418579,0.8999999761581421,0.8999999761581421,0.0,0.0,MU! El Placer de la Carne,Restaurant,0.0,4.5,False,"[""satisfaction""]"
33,32,ChIJfRI2lH0oQg0RkHwn1lWsL0w,3.0,0.0,0.0499999821186065,-0.5,0.0,0.0,MU! El Placer de la Carne,Restaurant,0.0,4.5,False,[]
34,33,ChIJfRI2lH0oQg0RkHwn1lWsL0w,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,MU! El Placer de la Carne,Restaurant,0.0,4.5,False,[]
36,35,ChIJAfVGhnooQg0RDXPOL2f8UYc,5.0,0.800000011920929,0.8250000029802322,0.8749999850988388,0.0,0.0,La Mi Venta,Spanish Restaurant,0.0,4.6,False,"[""joy""]"
37,36,ChIJAfVGhnooQg0RDXPOL2f8UYc,5.0,0.6000000238418579,0.1000000014901161,0.800000011920929,0.699999988079071,0.0,La Mi Venta,Spanish Restaurant,0.0,4.6,False,"[""satisfaction""]"
38,37,ChIJAfVGhnooQg0RDXPOL2f8UYc,5.0,0.800000011920929,0.8999999761581421,0.8999999761581421,0.0,0.0,La Mi Venta,Spanish Restaurant,0.0,4.6,False,"[""joy""]"
39,38,ChIJGW9IPX8oQg0RU0BzJ9wFrvw,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.800000011920929,0.0,Metro Bistro,Restaurant,0.0,4.6,False,"[""joy""]"
40,39,ChIJGW9IPX8oQg0RU0BzJ9wFrvw,5.0,0.800000011920929,0.800000011920929,0.800000011920929,0.8999999761581421,0.8999999761581421,Metro Bistro,Restaurant,0.0,4.6,False,"[""joy""]"
41,40,ChIJGW9IPX8oQg0RU0BzJ9wFrvw,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,Metro Bistro,Restaurant,0.0,4.6,False,"[""joy""]"
44,43,ChIJGSyBBwMpQg0RCD0x2nwYVgc,5.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.8999999761581421,Primo restaurant,Mexican Restaurant,0.0,4.8,False,"[""joy""]"
45,44,ChIJGSyBBwMpQg0RCD0x2nwYVgc,5.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.8999999761581421,Primo restaurant,Mexican Restaurant,0.0,4.8,False,"[""joy""]"
46,45,ChIJGSyBBwMpQg0RCD0x2nwYVgc,5.0,0.699999988079071,0.8999999761581421,0.0,0.8999999761581421,0.800000011920929,Primo restaurant,Mexican Restaurant,0.0,4.8,False,"[""satisfaction""]"
47,46,ChIJGSyBBwMpQg0RCD0x2nwYVgc,3.0,0.0,0.8999999761581421,0.0,0.0,0.8999999761581421,Primo restaurant,Mexican Restaurant,0.0,4.8,False,[]
48,47,ChIJ9QZb390pQg0R1XTXCHH4kJQ,5.0,0.5,0.1499999761581421,0.0,0.8999999761581421,0.0,Ticuí l Mexican Restaurant Madrid,Mexican Restaurant,0.0,4.7,False,"[""contentment""]"
49,48,ChIJ9QZb390pQg0R1XTXCHH4kJQ,5.0,0.699999988079071,0.0,0.8999999761581421,0.0,0.0,Ticuí l Mexican Restaurant Madrid,Mexican Restaurant,0.0,4.7,False,"[""satisfaction""]"
50,49,ChIJ9QZb390pQg0R1XTXCHH4kJQ,5.0,0.800000011920929,0.8999999761581421,0.8999999761581421,0.0,0.0,Ticuí l Mexican Restaurant Madrid,Mexican Restaurant,0.0,4.7,False,"[""joy""]"
51,50,ChIJv3q97EYpQg0R5TEJcXnClic,5.0,0.6000000238418579,0.2999999821186065,0.8999999761581421,0.0,0.8999999761581421,Le Bistroman Atelier,French Restaurant,0.0,4.7,False,"[""satisfaction""]"
52,51,ChIJv3q97EYpQg0R5TEJcXnClic,5.0,0.699999988079071,0.0,0.0,0.0,0.0,Le Bistroman Atelier,French Restaurant,0.0,4.7,False,"[""satisfaction""]"
53,36,ChIJv3q97EYpQg0R5TEJcXnClic,5.0,0.8999999761581421,0.8499999940395355,0.8999999761581421,0.0,0.0,Le Bistroman Atelier,French Restaurant,0.0,4.7,False,"[""joy""]"
54,52,ChIJv3q97EYpQg0R5TEJcXnClic,5.0,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,Le Bistroman Atelier,French Restaurant,0.0,4.7,False,"[""joy""]"
55,53,ChIJbW30AYEoQg0RxT9SHzBDHhk,3.0,0.8999999761581421,0.0,0.0,0.0,0.0,Prada a Tope Madrid,Restaurant,0.0,4.4,False,[]
56,54,ChIJbW30AYEoQg0RxT9SHzBDHhk,5.0,0.4000000059604645,0.0,0.0,0.800000011920929,0.0,Prada a Tope Madrid,Restaurant,0.0,4.4,False,"[""contentment""]"
57,55,ChIJbW30AYEoQg0RxT9SHzBDHhk,4.0,0.699999988079071,0.4999999888241291,0.8999999761581421,0.0,0.8999999761581421,Prada a Tope Madrid,Restaurant,0.0,4.4,False,"[""satisfaction""]"
58,56,ChIJj1OC7oYoQg0RZvKKm9dDdHw,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,SteakBurger Bar,Hamburger Restaurant,0.0,4.6,False,"[""joy""]"
59,57,ChIJj1OC7oYoQg0RZvKKm9dDdHw,5.0,0.699999988079071,0.8999999761581421,0.0,0.0,0.8999999761581421,SteakBurger Bar,Hamburger Restaurant,0.0,4.6,False,"[""satisfaction""]"
60,58,ChIJj1OC7oYoQg0RZvKKm9dDdHw,5.0,0.800000011920929,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,SteakBurger Bar,Hamburger Restaurant,0.0,4.6,False,"[""joy""]"
61,59,ChIJj1OC7oYoQg0RZvKKm9dDdHw,5.0,0.8999999761581421,0.8999999761581421,0.800000011920929,0.0,0.0,SteakBurger Bar,Hamburger Restaurant,0.0,4.6,False,"[""joy""]"
62,60,ChIJ4SqG4WspQg0RLPpJvpKz0DM,5.0,0.4000000059604645,0.8999999761581421,0.0,0.0,0.0,Mu! el placer de la carne,Restaurant,0.0,4.6,False,"[""contentment""]"
63,61,ChIJ4SqG4WspQg0RLPpJvpKz0DM,2.0,-0.6000000238418579,-0.5999999977648258,-0.75,-0.5,0.0,Mu! el placer de la carne,Restaurant,0.0,4.6,False,"[""frustration""]"
64,62,ChIJ4SqG4WspQg0RLPpJvpKz0DM,5.0,0.6000000238418579,0.8999999761581421,0.0,0.8999999761581421,0.0,Mu! el placer de la carne,Restaurant,0.0,4.6,False,"[""satisfaction""]"
65,63,ChIJ3aNabn4oQg0RUZW-XLWz1e8,5.0,0.4000000059604645,0.0,0.0,0.3499999865889549,0.0,Casa Labra,Bar,0.0,4.4,False,"[""contentment""]"
66,64,ChIJ3aNabn4oQg0RUZW-XLWz1e8,5.0,0.5,0.8999999761581421,0.8999999761581421,0.0,0.0,Casa Labra,Bar,0.0,4.4,False,"[""contentment""]"
67,65,ChIJ0WCf-n0oQg0Ru2X3tgJX-lU,4.0,0.6000000238418579,0.399999987334013,0.8999999761581421,0.8999999761581421,0.0,Lamucca del Carmen,Restaurant,0.0,4.3,False,"[""satisfaction""]"
68,66,ChIJ0WCf-n0oQg0Ru2X3tgJX-lU,5.0,0.0,0.0,0.0,0.0,0.8999999761581421,Lamucca del Carmen,Restaurant,0.0,4.3,False,[]
69,67,ChIJ0WCf-n0oQg0Ru2X3tgJX-lU,3.0,0.0,-0.3000000119209289,0.0,0.0,0.8999999761581421,Lamucca del Carmen,Restaurant,0.0,4.3,False,[]
70,68,ChIJcRXmbdgnQg0RW5Tg6joeev4,5.0,0.800000011920929,0.800000011920929,0.0,0.0,0.0,Restaurante El Tormo,Spanish Restaurant,0.0,4.8,False,[]
71,69,ChIJcRXmbdgnQg0RW5Tg6joeev4,5.0,0.699999988079071,0.8499999940395355,0.0,0.800000011920929,0.0,Restaurante El Tormo,Spanish Restaurant,0.0,4.8,False,"[""satisfaction""]"
72,70,ChIJcRXmbdgnQg0RW5Tg6joeev4,5.0,0.3000000119209289,0.625,0.0,0.0,0.0,Restaurante El Tormo,Spanish Restaurant,0.0,4.8,False,"[""contentment""]"
73,71,ChIJh5B6qGknQg0R13joyqXk1ik,4.0,0.6000000238418579,0.8499999940395355,0.8999999761581421,0.800000011920929,0.0,El Sur de Moratín,Restaurant,0.0,4.6,False,"[""satisfaction""]"
74,72,ChIJh5B6qGknQg0R13joyqXk1ik,5.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,El Sur de Moratín,Restaurant,0.0,4.6,False,"[""joy""]"
75,73,ChIJYZsMIn8oQg0RfPVHFfWwSsE,5.0,0.5,-0.1000000014901161,0.0,0.8999999761581421,0.8999999761581421,Restaurante Los Galayos,Restaurant,0.0,4.2,False,"[""contentment""]"
76,74,ChIJYZsMIn8oQg0RfPVHFfWwSsE,4.0,0.2000000029802322,0.0499999821186065,0.8999999761581421,0.0,0.699999988079071,Restaurante Los Galayos,Restaurant,0.0,4.2,False,"[""contentment""]"
